1 0.074528 0.380022 1.070262
2 0.012865 0.011698 0.998423
3 0.082460 0.365041 0.931574
4 0.025405 0.022471 0.869366
5 0.090410 0.351005 0.811473
6 0.037635 0.032386 0.757595
7 0.098367 0.337850 0.707451
8 0.049569 0.041505 0.660780
9 0.106323 0.325516 0.617338
10 0.061219 0.049884 0.576901
11 0.114269 0.313946 0.539258
12 0.072597 0.057577 0.504214
13 0.122199 0.303089 0.471587
14 0.083714 0.064633 0.441209
15 0.130106 0.292895 0.412923
16 0.094581 0.071099 0.386583
17 0.137984 0.283320 0.362053
18 0.105207 0.077017 0.339206
19 0.145827 0.274322 0.317925
20 0.115602 0.082427 0.298101
21 0.153629 0.265861 0.279633
22 0.125774 0.087366 0.262425
23 0.161387 0.257902 0.246390
24 0.135732 0.091868 0.231447
25 0.169097 0.250411 0.217519
26 0.145484 0.095965 0.204535
27 0.176753 0.243356 0.192431
28 0.155036 0.099687 0.181144
29 0.184354 0.236708 0.170618
30 0.164396 0.103062 0.160800
31 0.191896 0.230439 0.151641
32 0.173571 0.106115 0.143095
33 0.199376 0.224525 0.135120
34 0.182566 0.108869 0.127675
35 0.206792 0.218941 0.120725
36 0.191387 0.111348 0.114235
37 0.214142 0.213666 0.108173
38 0.200040 0.113570 0.102509
39 0.221423 0.208680 0.097217
40 0.208530 0.115557 0.092269
41 0.228634 0.203963 0.087644
42 0.216862 0.117325 0.083317
43 0.235774 0.199497 0.079270
44 0.225041 0.118890 0.075482
45 0.242840 0.195267 0.071936
46 0.233071 0.120269 0.068615
47 0.249833 0.191256 0.065503
48 0.240957 0.121475 0.062587
49 0.256751 0.187451 0.059853
50 0.248702 0.122522 0.057289
51 0.263594 0.183838 0.054882
52 0.256310 0.123421 0.052623
53 0.270360 0.180404 0.050501
54 0.263786 0.124185 0.048507
55 0.277049 0.177139 0.046632
56 0.271132 0.124823 0.044869
57 0.283661 0.174032 0.043209
58 0.278352 0.125346 0.041646
59 0.290195 0.171072 0.040173
60 0.285449 0.125763 0.038784
61 0.296652 0.168250 0.037474
62 0.292427 0.126081 0.036237
63 0.303031 0.165558 0.035069
64 0.299287 0.126310 0.033965
65 0.309332 0.162988 0.032920
66 0.306033 0.126456 0.031931
67 0.315556 0.160531 0.030995
68 0.312668 0.126526 0.030107
69 0.321702 0.158181 0.029264
70 0.319194 0.126527 0.028465
71 0.327771 0.155932 0.027705
72 0.325613 0.126463 0.026982
73 0.333762 0.153776 0.026295
74 0.331928 0.126342 0.025640
75 0.339677 0.151710 0.025015
76 0.338141 0.126166 0.024420
77 0.345516 0.149726 0.023851
78 0.344255 0.125942 0.023307
79 0.351279 0.147821 0.022788
80 0.350271 0.125674 0.022290
81 0.356967 0.145990 0.021814
82 0.356191 0.125365 0.021357
83 0.362579 0.144228 0.020918
84 0.362018 0.125019 0.020497
85 0.368117 0.142532 0.020092
86 0.367754 0.124640 0.019703
87 0.373582 0.140897 0.019328
88 0.373399 0.124230 0.018966
89 0.378973 0.139321 0.018618
90 0.378956 0.123793 0.018282
91 0.384292 0.137799 0.017957
92 0.384427 0.123332 0.017643
93 0.389539 0.136329 0.017340
94 0.389813 0.122849 0.017046
95 0.394714 0.134909 0.016761
96 0.395116 0.122346 0.016485
97 0.399819 0.133534 0.016217
98 0.400337 0.121826 0.015958
99 0.404855 0.132204 0.015705
100 0.405479 0.121290 0.015460
101 0.409821 0.130915 0.015222
102 0.410541 0.120740 0.014990
103 0.414718 0.129666 0.014764
104 0.415527 0.120179 0.014544
105 0.419548 0.128454 0.014329
106 0.420436 0.119607 0.014120
107 0.424311 0.127278 0.013916
108 0.425271 0.119026 0.013717
109 0.429008 0.126135 0.013523
110 0.430033 0.118437 0.013333
111 0.433639 0.125024 0.013147
112 0.434723 0.117843 0.012966
113 0.438206 0.123945 0.012788
114 0.439342 0.117242 0.012614
115 0.442708 0.122894 0.012444
116 0.443892 0.116638 0.012278
117 0.447148 0.121870 0.012115
118 0.448373 0.116030 0.011955
119 0.451525 0.120874 0.011799
120 0.452787 0.115421 0.011645
121 0.455840 0.119902 0.011495
122 0.457135 0.114809 0.011347
123 0.460095 0.118955 0.011202
124 0.461418 0.114197 0.011060
125 0.464289 0.118031 0.010921
126 0.465637 0.113585 0.010784
127 0.468424 0.117129 0.010649
128 0.469794 0.112973 0.010517
129 0.472500 0.116248 0.010387
130 0.473888 0.112362 0.010260
131 0.476518 0.115387 0.010135
132 0.477922 0.111754 0.010011
133 0.480480 0.114546 0.009890
134 0.481896 0.111147 0.009772
135 0.484384 0.113723 0.009655
136 0.485811 0.110543 0.009540
137 0.488234 0.112919 0.009427
138 0.489668 0.109941 0.009315
139 0.492028 0.112132 0.009206
140 0.493468 0.109343 0.009098
141 0.495768 0.111361 0.008992
142 0.497211 0.108749 0.008888
143 0.499454 0.110607 0.008786
144 0.500900 0.108159 0.008685
145 0.503088 0.109868 0.008586
146 0.504534 0.107573 0.008488
147 0.506670 0.109143 0.008392
148 0.508114 0.106991 0.008297
149 0.510200 0.108434 0.008204
150 0.511642 0.106414 0.008112
151 0.513680 0.107738 0.008022
152 0.515118 0.105842 0.007933
153 0.517109 0.107056 0.007845
154 0.518543 0.105276 0.007759
155 0.520490 0.106387 0.007674
156 0.521917 0.104714 0.007590
157 0.523821 0.105730 0.007508
158 0.525242 0.104158 0.007427
159 0.527105 0.105086 0.007347
160 0.528518 0.103607 0.007268
161 0.530342 0.104453 0.007191
162 0.531746 0.103062 0.007114
163 0.533532 0.103832 0.007039
164 0.534927 0.102522 0.006965
165 0.536676 0.103223 0.006892
166 0.538061 0.101988 0.006820
167 0.539774 0.102624 0.006749
168 0.541149 0.101460 0.006680
169 0.542828 0.102036 0.006611
170 0.544192 0.100938 0.006543
171 0.545838 0.101458 0.006477
172 0.547190 0.100422 0.006411
173 0.548804 0.100890 0.006346
174 0.550144 0.099911 0.006282
175 0.551728 0.100332 0.006220
176 0.553056 0.099407 0.006158
177 0.554609 0.099783 0.006097
178 0.555924 0.098908 0.006037
179 0.557449 0.099244 0.005977
180 0.558751 0.098416 0.005919
181 0.560247 0.098714 0.005862
182 0.561536 0.097930 0.005805
183 0.563005 0.098192 0.005749
184 0.564281 0.097449 0.005694
185 0.565724 0.097679 0.005640
186 0.566986 0.096975 0.005587
187 0.568403 0.097175 0.005534
188 0.569651 0.096506 0.005482
189 0.571043 0.096679 0.005431
190 0.572277 0.096043 0.005381
191 0.573644 0.096191 0.005331
192 0.574865 0.095587 0.005282
193 0.576209 0.095711 0.005234
194 0.577415 0.095136 0.005187
195 0.578736 0.095238 0.005140
196 0.579928 0.094691 0.005094
197 0.581226 0.094774 0.005049
198 0.582405 0.094252 0.005004
199 0.583680 0.094316 0.004960
200 0.584845 0.093818 0.004916
201 0.586099 0.093866 0.004874
202 0.587249 0.093391 0.004831
203 0.588483 0.093423 0.004790
204 0.589619 0.092969 0.004749
205 0.590832 0.092986 0.004708
206 0.591954 0.092552 0.004669
207 0.593147 0.092557 0.004630
208 0.594255 0.092142 0.004591
209 0.595429 0.092134 0.004553
210 0.596523 0.091736 0.004515
211 0.597677 0.091718 0.004478
212 0.598757 0.091337 0.004442
213 0.599893 0.091308 0.004406
214 0.600959 0.090943 0.004371
215 0.602076 0.090905 0.004336
216 0.603129 0.090554 0.004302
217 0.604228 0.090508 0.004268
218 0.605267 0.090170 0.004234
219 0.606349 0.090117 0.004201
220 0.607374 0.089792 0.004169
221 0.608439 0.089731 0.004137
222 0.609450 0.089419 0.004106
223 0.610499 0.089352 0.004075
224 0.611497 0.089051 0.004044
225 0.612528 0.088979 0.004014
226 0.613513 0.088688 0.003984
227 0.614529 0.088611 0.003955
228 0.615500 0.088331 0.003926
229 0.616500 0.088248 0.003898
230 0.617458 0.087978 0.003870
231 0.618443 0.087891 0.003842
232 0.619388 0.087630 0.003815
233 0.620357 0.087540 0.003789
234 0.621289 0.087287 0.003762
235 0.622244 0.087194 0.003736
236 0.623163 0.086949 0.003711
237 0.624103 0.086853 0.003685
238 0.625010 0.086616 0.003660
239 0.625935 0.086517 0.003636
240 0.626829 0.086287 0.003612
241 0.627741 0.086186 0.003588
242 0.628623 0.085963 0.003564
243 0.629520 0.085860 0.003541
244 0.630390 0.085644 0.003519
245 0.631273 0.085539 0.003496
246 0.632131 0.085329 0.003474
247 0.633001 0.085223 0.003452
248 0.633847 0.085019 0.003431
249 0.634704 0.084911 0.003410
250 0.635539 0.084713 0.003389
251 0.636383 0.084604 0.003368
252 0.637205 0.084411 0.003348
253 0.638036 0.084302 0.003328
254 0.638847 0.084114 0.003308
255 0.639666 0.084004 0.003289
256 0.640466 0.083821 0.003270
257 0.641272 0.083710 0.003251
258 0.642061 0.083532 0.003232
259 0.642855 0.083421 0.003214
260 0.643632 0.083247 0.003196
261 0.644415 0.083136 0.003178
262 0.645181 0.082966 0.003161
263 0.645952 0.082855 0.003143
264 0.646707 0.082690 0.003126
265 0.647467 0.082579 0.003110
266 0.648211 0.082417 0.003093
267 0.648960 0.082306 0.003077
268 0.649694 0.082148 0.003061
269 0.650431 0.082038 0.003045
270 0.651154 0.081883 0.003030
271 0.651880 0.081773 0.003014
272 0.652594 0.081622 0.002999
273 0.653309 0.081512 0.002984
274 0.654012 0.081365 0.002969
275 0.654717 0.081256 0.002955
276 0.655410 0.081111 0.002941
277 0.656104 0.081002 0.002927
278 0.656788 0.080861 0.002913
279 0.657472 0.080753 0.002899
280 0.658145 0.080615 0.002886
281 0.658819 0.080507 0.002873
282 0.659483 0.080372 0.002859
