"","n","t","j","ASC_1","ASC_2","ASC_3","ASC_4","ASC_5","ASC_6","ASC_7","ASC_8","ASC_10","ASC_11","ASC_12","ASC_13","ASC_14","ASC_15","ASC_16","ASC_17","ASC_18","ASC_19","ASC_20","Price"
"1",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
"2",1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"3",1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"4",1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"5",1,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"6",1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"7",1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"8",1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"9",1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"10",1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"11",1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"12",1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"13",1,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"14",1,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"15",1,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"16",1,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"17",1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"18",1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"19",1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"20",1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"21",1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"22",1,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"23",1,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"24",1,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.59
"25",1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"26",1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"27",1,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"28",1,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"29",1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"30",1,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"31",1,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"32",1,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.59
"33",1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
"34",1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"35",1,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99
"36",1,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"37",1,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"38",1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"39",1,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"40",1,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"41",1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"42",1,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"43",1,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"44",1,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"45",1,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"46",1,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"47",1,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"48",1,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"49",1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"50",1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"51",1,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"52",1,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"53",1,7,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"54",1,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"55",1,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"56",1,7,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"57",1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"58",1,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"59",1,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"60",1,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"61",1,8,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"62",1,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"63",1,8,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"64",1,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"65",1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"66",1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"67",1,9,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"68",1,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"69",1,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"70",1,9,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"71",1,9,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"72",1,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"73",1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"74",1,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"75",1,10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"76",1,10,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"77",1,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"78",1,10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"79",1,10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"80",1,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.69
"81",1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"82",1,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"83",1,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"84",1,11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"85",1,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"86",1,11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"87",1,11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"88",1,11,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.69
"89",1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"90",1,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"91",1,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"92",1,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"93",1,12,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"94",1,12,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"95",1,12,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"96",1,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"97",1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"98",1,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"99",1,13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89
"100",1,13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"101",1,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"102",1,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"103",1,13,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"104",1,13,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"105",1,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"106",1,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"107",1,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"108",1,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"109",1,14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"110",1,14,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"111",1,14,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"112",1,14,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"113",1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"114",1,15,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"115",1,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39
"116",1,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"117",1,15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"118",1,15,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"119",1,15,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"120",1,15,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"121",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"122",2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"123",2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"124",2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"125",2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"126",2,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"127",2,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"128",2,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.69
"129",3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"130",3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"131",3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"132",3,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"133",3,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.49
"134",3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"135",3,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.49
"136",3,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.19
"137",3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"138",3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"139",3,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"140",3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"141",3,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"142",3,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"143",3,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"144",3,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.66
"145",3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"146",3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"147",3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"148",3,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"149",3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"150",3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"151",3,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"152",3,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"153",3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"154",3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"155",3,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"156",3,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"157",3,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19
"158",3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"159",3,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"160",3,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"161",4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"162",4,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"163",4,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"164",4,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"165",4,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19
"166",4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"167",4,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"168",4,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"169",4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"170",4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"171",4,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"172",4,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"173",4,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"174",4,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"175",4,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"176",4,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"177",4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"178",4,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"179",4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"180",4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"181",4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39
"182",4,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"183",4,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"184",4,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"185",4,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"186",4,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.59
"187",4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"188",4,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.59
"189",5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"190",5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"191",5,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"192",5,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"193",5,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"194",5,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"195",5,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"196",5,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.59
"197",6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29
"198",6,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"199",6,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"200",6,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"201",6,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.29
"202",6,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"203",6,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.49
"204",6,1,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.79
"205",6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"206",6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"207",6,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"208",6,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"209",6,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.19
"210",6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"211",6,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"212",6,2,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"213",6,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"214",6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"215",6,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"216",6,3,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"217",6,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.29
"218",6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"219",6,3,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"220",6,3,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"221",6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"222",6,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"223",6,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"224",6,4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"225",6,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"226",6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"227",6,4,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"228",6,4,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"229",6,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"230",6,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"231",6,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"232",6,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"233",6,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"234",6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"235",6,5,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.19
"236",6,5,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"237",6,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"238",6,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"239",6,6,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"240",6,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"241",6,6,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.39
"242",6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"243",6,6,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.69
"244",6,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.29
"245",7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"246",7,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"247",7,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"248",7,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.29
"249",7,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.69
"250",7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"251",7,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"252",7,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.29
"253",7,2,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.99
"254",8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69
"255",8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"256",8,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"257",8,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"258",8,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"259",8,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79
"260",8,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.19
"261",8,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.66
"262",9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"263",9,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"264",9,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"265",9,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.39
"266",9,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.29
"267",9,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.69
"268",9,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.99
"269",9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49
"270",9,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29
"271",9,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59
"272",9,2,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.39
