"n" "t" "j" "P_njt"
1 , 1 , 1 , 0.0051219969086
1 , 1 , 2 , 0.345160418977
1 , 1 , 3 , 0.0195977065757
1 , 1 , 4 , 0.0372585999969
1 , 1 , 5 , 0.040226413445
1 , 1 , 6 , 0.0069586257325
1 , 1 , 7 , 0.145988939778
1 , 1 , 8 , 0.399687298586
1 , 2 , 1 , 0.00222528765622
1 , 2 , 2 , 0.33916808948
1 , 2 , 3 , 0.00851436174431
1 , 2 , 4 , 0.0675236472946
1 , 2 , 5 , 0.0395280427438
1 , 2 , 6 , 0.00683781704199
1 , 2 , 7 , 0.143454426022
1 , 2 , 8 , 0.392748328017
1 , 3 , 1 , 0.000830502563359
1 , 3 , 2 , 0.126581373395
1 , 3 , 3 , 0.00317765626132
1 , 3 , 4 , 0.0136639211772
1 , 3 , 5 , 0.0147523133612
1 , 3 , 6 , 0.0106452240965
1 , 3 , 7 , 0.080517882645
1 , 3 , 8 , 0.749831126501
1 , 4 , 1 , 0.000830502563359
1 , 4 , 2 , 0.126581373395
1 , 4 , 3 , 0.00317765626132
1 , 4 , 4 , 0.0136639211772
1 , 4 , 5 , 0.0147523133612
1 , 4 , 6 , 0.0106452240965
1 , 4 , 7 , 0.080517882645
1 , 4 , 8 , 0.749831126501
1 , 5 , 1 , 0.00569061561499
1 , 5 , 2 , 0.383478417686
1 , 5 , 3 , 0.0144777680623
1 , 5 , 4 , 0.0413948650728
1 , 5 , 5 , 0.0446921504581
1 , 5 , 6 , 0.00773113786651
1 , 5 , 7 , 0.0584764440659
1 , 5 , 8 , 0.444058601173
1 , 6 , 1 , 0.00250568263307
1 , 6 , 2 , 0.381904599672
1 , 6 , 3 , 0.0216839877135
1 , 6 , 4 , 0.0412249781082
1 , 6 , 5 , 0.0445087312401
1 , 6 , 6 , 0.00769940882131
1 , 6 , 7 , 0.058236453295
1 , 6 , 8 , 0.442236158517
1 , 7 , 1 , 0.00250739990131
1 , 7 , 2 , 0.382166337782
1 , 7 , 3 , 0.00782307971678
1 , 7 , 4 , 0.0412532316246
1 , 7 , 5 , 0.0445392352749
1 , 7 , 6 , 0.00770468560697
1 , 7 , 7 , 0.0714667852645
1 , 7 , 8 , 0.442539244829
1 , 8 , 1 , 0.00250739990131
1 , 8 , 2 , 0.382166337782
1 , 8 , 3 , 0.00782307971678
1 , 8 , 4 , 0.0412532316246
1 , 8 , 5 , 0.0445392352749
1 , 8 , 6 , 0.00770468560697
1 , 8 , 7 , 0.0714667852645
1 , 8 , 8 , 0.442539244829
1 , 9 , 1 , 0.00250739990131
1 , 9 , 2 , 0.382166337782
1 , 9 , 3 , 0.00782307971678
1 , 9 , 4 , 0.0412532316246
1 , 9 , 5 , 0.0445392352749
1 , 9 , 6 , 0.00770468560697
1 , 9 , 7 , 0.0714667852645
1 , 9 , 8 , 0.442539244829
1 , 10 , 1 , 0.000966763454679
1 , 10 , 2 , 0.147349630501
1 , 10 , 3 , 0.00301629890361
1 , 10 , 4 , 0.0159057662486
1 , 10 , 5 , 0.0171727313783
1 , 10 , 6 , 0.0101046731082
1 , 10 , 7 , 0.0937284842018
1 , 10 , 8 , 0.711755652204
1 , 11 , 1 , 0.000966763454679
1 , 11 , 2 , 0.147349630501
1 , 11 , 3 , 0.00301629890361
1 , 11 , 4 , 0.0159057662486
1 , 11 , 5 , 0.0171727313783
1 , 11 , 6 , 0.0101046731082
1 , 11 , 7 , 0.0937284842018
1 , 11 , 8 , 0.711755652204
1 , 12 , 1 , 0.00210250086076
1 , 12 , 2 , 0.48193512892
1 , 12 , 3 , 0.00655979599812
1 , 12 , 4 , 0.0345915922524
1 , 12 , 5 , 0.0373469666542
1 , 12 , 6 , 0.00646052036298
1 , 12 , 7 , 0.0599262117924
1 , 12 , 8 , 0.371077283159
1 , 13 , 1 , 0.00208524150497
1 , 13 , 2 , 0.477978940357
1 , 13 , 3 , 0.0147149117746
1 , 13 , 4 , 0.0343076310854
1 , 13 , 5 , 0.0370403867154
1 , 13 , 6 , 0.006407486178
