"","n","alpha_ASC_1","alpha_ASC_2","alpha_ASC_3","alpha_ASC_4","alpha_ASC_5","alpha_ASC_6","alpha_ASC_7","alpha_ASC_8","alpha_ASC_10","alpha_ASC_11","alpha_ASC_12","alpha_ASC_13","alpha_ASC_14","alpha_ASC_15","alpha_ASC_16","alpha_ASC_17","alpha_ASC_18","alpha_ASC_19","alpha_ASC_20","beta_Price"
"416",416,-3.70463202465389,-2.51072524979013,-0.940793017203908,-2.32040131621975,-2.70413084059608,-0.678392537142618,0.193281193814673,-0.983282043479892,-3.04217478836667,-0.593378575070177,-0.753015881090188,-1.67589185981778,-0.147619480047563,-1.04080760919853,-3.24677169469478,1.98154352586226,-0.970695829409114,1.84967964651258,2.84487862356996,-4.50895036431569
"417",417,-5.51399734938368,-3.4315559102029,-0.256237348192292,-4.68190290109644,-4.08331319684575,-2.49677550949199,-0.682890839438376,-1.8440046039481,-1.75431407609631,-0.673998587183821,0.185254001134275,-1.28787207248717,0.645747485398927,-0.0133730817541684,-3.65289142805532,0.0522318762935527,0.847618344397793,3.28306407596715,2.76540037280452,-4.64686398941826
"418",418,-3.71164509129623,-4.37216864800662,1.29875704441373,-4.22932668891541,-5.08360125634342,-2.56265327942744,-2.97867949957289,-1.6181683721842,-3.56126417321988,-0.197478544671515,0.51105448025021,-1.12125529053202,-1.26746004156942,-0.816958986746991,-3.43592478814995,-0.265586856441698,-1.25016452824349,2.84856891771316,2.85307147964764,-3.80719523625288
"419",419,-3.63149134198097,-4.02371487014178,-1.69284459465503,-5.7407306570877,-4.96676126900613,-4.17375906111019,-3.56727575518779,-2.14705319936953,-2.60743590815519,-0.56236031950501,-0.99502574655113,0.354901295738333,1.576490990757,-1.21522890383226,-2.92068685250969,-0.286051973568795,0.141531517268375,2.44770521632915,2.32434386690569,-3.15050891871863
"420",420,-4.80583235040428,-3.97960719915814,-1.82262584559468,-3.90703165989105,-2.52125846765659,-0.340445347313152,-1.24675465877814,-1.13097928966117,-2.31177818454152,-0.819320849539337,-0.00407230017703824,-1.47869967079405,1.03452877703432,-1.27508126783259,-3.70974933962997,0.43255343021359,-0.529751378542168,3.59690132553325,1.48848443257564,-5.06235741533852
"421",421,-4.49161765265374,-2.86219723916624,-1.0131993463998,-2.9349219977968,-3.80447820550093,-1.08818688610114,-0.575375500205636,-0.863577189833739,-1.71740459128275,-0.404052482341087,0.409782850238602,-1.03842942515236,-0.130914536883704,-0.554075636456182,-3.2383310284379,1.06642804209567,-0.255579177152798,3.18990814405877,2.28237640878675,-4.86320205660894
"422",422,-5.02038655208523,-4.06912618733528,-0.098720254334535,-5.36751436205734,-3.80288402952576,-2.7765669380826,-2.29689945981698,-0.304548094329557,-3.19578208962472,-1.21298770525594,0.509268901351754,-0.87685942128316,-0.447815807901516,-0.855818984513016,-4.56147220685074,-0.681930337820983,-0.65681589688723,2.69148972436854,2.29968616794783,-4.72546622218284
"423",423,-3.61847778211792,-3.84741013199756,2.06777227049045,-4.59795473730209,-4.80982974568723,-2.787968259803,-4.3738179853088,-1.58034981978241,-3.20447403255563,0.500484610879181,0.968037354016408,-0.985987577816478,-0.494319105583489,-0.946152263904998,-3.30424152107916,-0.919743015607731,0.404741946012207,2.41778512001254,3.50827870465196,-3.44085190623701
"424",424,-5.17959430910933,-6.01139854361894,-3.06551109082787,-7.36659055123229,-7.11359711105311,-3.70644493183617,-5.59107961205854,-4.64362863992357,-2.65407316425812,-1.61411248107594,0.771777976611386,0.0106932911516609,1.68008932004362,-0.997858624173164,-2.99787167746269,-1.78538094501457,1.67934260876307,2.71049599922409,1.75358418323853,-4.45319949126893
"425",425,-3.29023892334684,-3.35432771586179,4.24591720589667,-2.28348911336821,-2.33511071052577,-0.0892555001153742,-1.03190675122635,-0.219413817043665,-3.61050398812192,0.710487928534232,0.429311671615258,-1.95506498931187,-2.52077666757939,-1.89149781718879,-3.79727528063582,0.116349227623265,-1.23280367147035,2.12847649298358,2.49725788875135,-3.66017271584494
"426",426,-3.98933401202992,-1.17757787719661,-2.48752151326094,-3.55508979575109,-4.74471945823594,-2.36713588186708,-3.53133662335223,-2.99125375082638,-1.27713212187305,-0.883466357102064,-0.21872788144165,-0.648308567782261,0.943428022835565,-0.466327645042088,-1.23437986273648,0.23661014146277,0.417747569723088,1.91319432946694,1.97459683170976,-3.76026081583774
"427",427,-2.65307054402428,-0.545245512176594,0.454126434735578,-1.20432644598926,1.75024340187915,-0.195647951839488,2.83707484373894,0.793516172663449,-2.55673608928779,-0.0896433985233219,-0.791177124699706,-2.61550727972477,-1.18439298605871,-0.281227736207453,-3.25314224022035,3.02260659833444,-1.85394159430418,2.84011186942025,2.33012823572206,-3.30758821886816
"428",428,-3.89318573383854,-1.2401933299453,-0.0506003462393081,-1.67564673465417,-2.14852694249471,3.17236135126381,0.563856016800478,-1.10284229088618,-2.33118066227393,-0.0802892177787342,1.00543836918279,-1.24135145075141,-0.998265985345027,-0.829557948661472,-2.20094596999718,2.2745642442176,-1.72945105683695,2.36219652816204,2.06688037991081,-4.02202935922654
"429",429,-4.52154832449482,-3.27660075372959,-4.16575075039045,-4.74854983102398,-4.92190575937608,-2.69286483233519,-3.42319563008333,-3.50292430561491,-2.38546244071394,-1.14026448049561,-0.0631377567657571,-0.434260657132089,1.7828248335757,-1.200692855951,-2.65991767104455,-1.15660474668223,1.0954000194281,2.45198056433658,1.73223464237129,-4.16713062338696
"430",430,-4.89385490528583,-2.42854531571108,-1.21095463827313,-2.6502520025079,-3.68475661821975,-0.950164624409851,-0.741196373580213,-1.07039291662696,-1.22180770396046,-0.195984957348393,0.514109168468122,-1.71097527200731,0.115696461575425,-1.43871580712224,-3.47666877671578,0.721399312177308,-0.825229096732279,2.69347881002186,2.18803185880168,-6.32792437157552
"431",431,-2.86211229482918,0.965546045063094,-2.78382543037569,-1.36584665529087,-2.80783560478511,-2.41503468365717,-2.19581041444215,-1.61782096519449,-1.46868483282754,-1.14413438489514,-0.752598165410526,-0.331819135121355,0.818789367983251,-1.35174358681689,-0.957987803861494,1.30439518199398,0.0107626061544478,2.4946249551229,2.20031692725186,-2.03875594327059
"432",432,-4.69019947782713,-3.94857596177001,2.5416321481224,-3.50235089020775,-3.88960496844695,-1.7650629392254,-0.805390352634265,-1.55559426350502,-1.76208032636853,0.400792401884848,0.094694749072483,-0.644857072669265,-2.03661583348848,-1.40791358052013,-3.48939057175448,0.972352513928507,0.412513850280852,3.9139666870843,3.96176467388262,-5.20886768353401
"433",433,-3.60863937711034,-2.74949411321362,1.5155462788812,-3.53733168635286,-3.83404003981451,-1.74192111381527,-3.35318817090839,-1.43610313038263,-3.24408385276835,0.336944025470101,-0.061778317466683,-1.54999132430983,-0.432872291379924,-1.28930523076747,-2.49455155157482,-0.609379576887503,-0.203167849803934,2.34725132921265,2.33085245518439,-3.53214443537675
"434",434,-2.7765225101343,1.49314108641526,0.816106566151412,1.18068632935071,-1.04169635217733,-0.0294604046824177,1.9867063614831,0.372878651534632,-2.02207284870908,0.574063380574904,-0.276104529954698,-1.96728123667434,-2.17240485167888,-2.69561539720768,-2.78803724465064,3.0424735162148,-1.4723383871636,2.26741041601472,2.71351431234895,-4.30812673000035
"435",435,-3.08966415714464,-1.80248091673252,0.489742232156403,-1.72747087118258,-3.51562702266806,1.53814612751204,-0.132959313921153,-0.890340084752072,-2.94829955241565,1.49385648893615,0.995433548228426,-1.72144867449417,-2.04827377939722,-1.19505398697397,-4.07579069816463,1.71201618223637,-2.3723451072545,1.70253721664318,2.26206711549456,-4.51527008862013
"436",436,-2.61355047170179,-4.72612542687818,-2.15428006895676,-5.62998217309973,-5.69696861555766,-3.28828206626879,-4.59426053561788,-3.143773861362,-3.31264104768506,-0.889357475062804,-0.223436483128613,-0.14988287748941,2.57768101549942,-0.984321316319616,-3.1839246147094,-0.730899607222402,1.72846684521888,3.34115291458865,2.26172186505895,-4.05236705724355
"437",437,-5.58269273415226,-3.25196761357928,0.0818999265519637,-3.49712382043138,-4.48227986777981,-2.94280078538661,-1.86621749180468,0.80758854894594,-3.27888745424157,0.0821829224294753,0.0936919843262601,-1.13707159774104,0.486605319411549,-1.43518316890878,-3.07446819433805,0.462876958458685,-0.620733963067318,2.69849982144152,3.65925454985707,-5.08386639030673
"438",438,-3.77027375867187,-1.90917006596101,0.0390307767220609,-1.56878661349158,-0.10794239104507,-0.146637840467308,0.591168570087235,0.426493801887651,-3.24196665833516,-0.0968669426177472,-0.255013764625553,-2.11049630250263,-2.15803792566183,-2.0117710601973,-4.59726371482657,1.5256915943452,-2.01158728718625,2.79187980047449,2.29647583627276,-5.16769855482285
"439",439,-3.58107474158509,0.74248525406303,-2.61073992163915,-1.61769470067871,-2.7819132480644,-1.69586376520894,-3.12556026893013,-2.76339360901589,-2.08040399841876,-0.503562918486429,-0.907734187468272,-0.648885824926288,0.823229450891033,-1.03288606397161,-0.615554337200872,1.22683396506843,-0.0453703179774082,1.33295303680085,1.71504984800981,-1.43840968758553
"440",440,-5.18542964947167,-2.73032659794947,-2.01363083807695,-3.13330062262369,-4.61265334822328,-0.70155953745208,-3.19647100251823,-1.05138147523917,-2.61152354930167,-1.25940713028465,1.0198724407926,-1.44867009640778,1.15459954014855,-1.34729854448186,-3.04572237307666,-0.646609177949701,0.048118518511208,2.9386308593311,2.1243565125474,-5.98576081790207
"441",441,-3.92927714844942,-3.04135660489718,1.9139228543914,-2.60593973675204,-3.18526866146396,-1.06488741806782,-1.27347049295383,-1.08862370059493,-3.06689969919472,0.0971318576088419,0.469167024901247,-1.55152264088547,-1.67625253275486,-0.389798008665009,-3.78471592444898,0.700592225032272,-0.826958192198939,1.96954420894751,2.75097789380744,-4.24994878018894
"442",442,-4.68750868693825,-5.74371934651525,-2.85937517742006,-7.00456569768,-6.45319465806315,-3.82513070300874,-5.62045434838169,-4.51032290726689,-2.55613528709398,-1.75089839471697,1.25002090214121,-0.350023549596671,2.68823743520866,0.896447870643628,-3.35148165209991,-1.30939736923736,2.12176741110435,1.68294793603395,0.695402856180331,-3.79561280657158
"443",443,-3.45826948104985,-3.51277940983674,-2.17359596378263,-2.25769986726709,-1.99762272809091,-0.320201045742186,-0.280602596065726,-1.70969095207568,-2.95387906756452,-1.12743191540274,-0.350953666591253,0.0913249819396128,0.329214306929434,-1.80808249392586,-3.74893051947255,0.69602490288861,-0.401353292444488,3.56769061406884,2.16213022348357,-4.89569978149746
"444",444,-3.2747620060914,0.737583895870227,-1.04558959859209,0.0258675819011402,-2.0398030661379,0.385931951067494,0.40202408244653,-0.107596415252046,-2.3284165169002,0.298112869900871,-1.22992163804362,-2.08478409359097,-1.12178023195773,-1.74584683758346,-2.47327996598892,1.94386285998473,-2.06716382973126,1.83685372069696,2.47513767107968,-3.56315650087562
"445",445,-5.2378425909654,-5.60635425604469,-1.29161305654132,-6.47542590802817,-5.83927721943667,-2.17188709513643,-3.33017325680058,-2.26468584673908,-1.87661304297541,-1.0961846797755,0.962324577512599,0.0106654328330708,0.881603177916937,-0.541624085143665,-3.09702432885835,-1.35817948570001,0.657127487856928,3.37902127711285,1.95569896963837,-6.45196622765281
"446",446,-6.48226042436633,-5.60809050905723,-3.50927159463135,-7.4640468605021,-7.80607873389148,-3.5787823930306,-5.87593440011645,-3.97935325309758,-2.15577793706344,-0.470925634318802,0.73840715871374,-0.150694102111945,3.5762341625253,-0.62667040098083,-2.78533298780314,-1.60989665282218,1.98549224303263,2.1610658900585,1.84538746592061,-5.20922012000289
"447",447,-2.44813515307878,0.891063897986054,0.779685028999126,0.499627159521793,1.78336410589977,0.786690200929865,5.18624293282674,0.18487576360736,-1.62454090456561,-0.335948890125525,-1.02859947014144,-2.59551170511434,-3.05865592103732,-1.37531094934171,-2.88672739605624,3.45534612698953,-2.35419940129503,2.61148688417911,2.52980093954828,-1.8771279662087
"448",448,-3.25581751869674,-1.34841015297675,3.16521470337232,-1.84094180349873,-2.29469024230065,-0.184091167541251,-0.0197036089773175,0.409595408931544,-2.25538071940428,0.699475285683573,0.574862219812432,-1.12803374387591,-2.45680090835587,-0.594003643093644,-3.21990940582122,2.18154746307719,-1.10565011816498,2.45904648282603,3.30436032576489,-4.12180898628232
"449",449,-4.43912503266985,-3.64023309179034,3.95015275119303,-4.21547561595282,-3.92223090029557,-2.40156051881191,-2.5164192218562,-0.342249334472352,-2.75107533471429,1.17413255275084,0.146564378201609,-1.53907863322053,-1.30568366360002,-0.663892201773406,-4.06809592039375,0.0419777997892245,-0.162214291461693,2.32526135955883,3.27671210605112,-4.75229588648284
"450",450,-6.22992063052267,-3.63830185462803,-2.70537541313209,-5.27963821760647,-5.14077250139264,-0.254118535783493,-2.63855211587851,-2.06757778836917,-3.27212689795806,-0.865753283893097,0.0863194995178088,0.277358208685883,2.08088000159441,-0.254219069770518,-3.16141015021488,0.384471118998198,0.380108400146792,3.01890452906728,1.34344762997239,-5.60810918293548
"451",451,-4.3785217016649,-3.2607057111741,-0.0971415110124506,-3.76003138966087,-1.51197614947427,-1.23605872363173,-0.0515354520334297,-0.344471482360255,-3.05843979625176,-0.312840088003729,0.0547861786644283,-2.00488664098931,-0.594216021134807,-0.972024436831517,-3.96187135625383,0.960851432115247,-0.273812536708743,3.32236944241831,2.60592200406439,-5.13325016900633
"452",452,-4.48637405549483,-2.72970451925602,3.84451174835929,-1.96636828849829,-2.91379409730162,0.129365924532101,0.00697372058393099,1.35007722383527,-2.99180306708001,2.0791713429379,0.0318881057139928,-1.50753261404648,-2.52356345423549,-2.17476907959736,-4.01017171283378,1.85639535156365,-0.327581748663774,4.07473882024198,3.89994941232728,-6.83214437822098
"453",453,-1.43336762266931,-4.86650669368528,-4.70693971380225,-6.68866215215057,-6.46930828555894,-4.81593816108049,-7.25613806570958,-5.15905067229457,-3.49424136408681,-1.58202983068335,-0.261495132050153,-0.66879489311965,2.4746376356319,-1.47728250980591,-3.57214960553366,-1.82394405559483,1.84664567673291,2.0665263539913,1.17404461529905,-2.89956065506661
"454",454,-2.65775656394037,0.0848585575882753,0.43887532984376,-0.0546270098485306,0.535726857306339,0.694405834169984,4.22340481978861,0.50100079066027,-1.50504823658167,-0.0584028546254014,-0.670371284108494,-2.14801517894446,-1.84685169508594,-0.721430858712545,-3.3320503751543,3.50240951919434,-2.23470580084698,3.39994350439697,3.02213709435373,-3.43422073028117
"455",455,-6.65530383871331,-7.00077837660562,0.0381903821210301,-8.91946339170232,-6.66390709667969,-3.19621908952489,-5.20758666822515,-3.32722691094242,-3.29986549163694,-0.653460683728934,1.27105277890726,-0.305871425497283,2.63735245122477,0.259878913494036,-3.68073776453918,-1.88947297373841,2.38181565856853,2.85385142492606,1.22645651243958,-5.34447447310616
"456",456,-2.92307286730903,-0.142055496481145,0.907262828743657,-2.27215335053563,-2.13744690710455,-0.919808828300229,-1.98160655756105,-1.13287062640737,-2.41200745199774,1.50755267732664,-1.4315828814401,-1.86677610014146,-0.161258020998429,-2.03978468387055,-3.20883458150925,0.602741936186742,-1.1312022994349,1.56607731731243,1.84627888919535,-2.20270557887685
"457",457,-4.31630188489158,-4.53738481713892,0.217324629907969,-5.84138111000781,-6.19251760059776,-4.12682026940692,-5.19915612781316,-3.89360708974243,-2.61019878305198,-0.727926259622125,0.296036700510532,-1.19666279345714,-0.134212988422976,-1.08494155542311,-2.81913986577636,-1.15257274499607,1.33376980063537,1.61948747615167,1.82067046807241,-3.47744970500645
"458",458,-3.29046794060054,-0.120919774917726,0.0787105840863082,-0.615450766669005,0.36839620993758,0.0943884288171336,3.17329768406014,0.458752155182469,-1.49119775750366,0.0497359481946394,-0.384806801255153,-1.93595827745607,-1.16028664460074,-1.3672991199244,-3.55752403601907,2.76527171260212,-1.94670872107323,2.77371578697174,2.36815794303938,-3.72474318965943
"459",459,-2.07767684126102,-0.794027912625916,3.06009237323277,-0.997233108664137,-1.2038569460894,0.677516481124681,1.85411417118611,0.142218400069373,-2.23444380143345,0.470635615946017,0.374666487008628,-2.12663466541082,-2.14147335237648,-0.758569885849807,-3.25611550505818,3.20049485341479,-1.44622251386431,1.76972449434968,3.0294093333777,-3.03598494439729
"460",460,-4.12118869898141,-3.09278334788529,1.87592568685425,-3.34069882459603,-3.50620605915582,-1.90622499972321,-1.95502257500627,-0.669039915096957,-2.87234088177293,0.240991192824258,0.308097402522542,-0.799027703036549,-0.0349053059831173,-0.515706570701898,-3.48151593398247,0.650068041571283,0.0972647925746385,3.18763654552969,3.20849207799868,-4.21396262767605
"461",461,-2.69842111066194,-2.28597090222973,3.23050922020576,-3.00451157999324,-2.69564973458415,-1.47503324924432,-1.23481287695592,-1.25480750814699,-2.3517552066908,0.0914276447147544,1.00782592628112,-1.26441473942531,-1.30293438087079,-0.864217761103152,-2.78829731446211,1.13601365308724,0.123194767563055,2.1442384445649,3.4631433938947,-3.92699278675847
"462",462,-3.23213133585936,-1.37304446550198,-0.28528291858149,-1.53535674151742,-1.36550649725165,-0.845923277845883,0.879415650386086,-0.338996601837394,-3.21104803897643,-0.0690666753076737,-0.758405918198494,-1.62054455639259,-0.775694172163815,-1.77174352007428,-3.32695018674528,2.12552794480156,-1.3958068517936,2.60254729675918,2.34233223845441,-4.49905614117317
"463",463,-2.73581748893473,-2.76877231508031,3.4827927742356,-1.77499513134633,-1.9395226779391,-0.520547372800942,-0.538140901675383,-0.176227073176307,-3.12267201135082,0.0939197938684277,-0.213624831637684,-1.76397727458242,-2.49176196301432,-1.28747306296653,-3.66038112633397,0.712597526673082,-1.3365362868215,2.77668612607633,4.07798899276674,-4.17121289259157
"464",464,-3.22397698762781,-1.46466343089283,-0.149498152451392,-2.69650071014205,-3.49216435225039,-1.10251124798382,-0.818530209207701,-1.43647343264451,-2.1684084307018,-0.164633811877932,-0.635367372161501,-1.32007589606254,1.42715682432977,-0.23856912127523,-2.96995459699448,1.82209666420267,-1.3855325166306,1.87942435731077,1.663406512098,-2.60696796344359
"465",465,-5.41102633932779,-4.95485847257048,-2.83809043057484,-5.47870123554706,-5.46613934048287,-1.27257378002378,-3.24227760968479,-3.76728576719613,-2.62019439478979,-0.722750181249093,1.34435696497525,-0.851795821415956,2.20241369624743,-0.962276040197541,-4.0087612718852,-0.523759130627502,0.489439126017366,2.26036749583185,0.989429822887278,-5.32143371362915
"466",466,-3.25869069935851,-1.70348452278518,1.12757722309259,-0.796309710446761,-2.5870242363551,-2.55533789714542,-0.921760704842309,-0.452847418117149,-3.11480817396785,2.47532947143266,-2.05870001703648,-1.91970380918492,-1.28954493461034,-1.58985843906105,-2.43870899985516,-0.285686487381151,-1.90381182644473,1.98009804319901,3.11000667128284,-3.12101241847613
"467",467,-2.30475174060583,-1.06085892017612,2.67543792156042,-1.18165484477265,-2.43643219975644,-0.246707333316845,-0.682910998336159,-0.37817504582887,-2.44032293803137,-0.0136509835490079,0.919043892028031,-2.27847199326213,-1.93097637524867,-1.27889700070309,-2.83962999965321,0.953335349342027,-2.40586053402541,1.65984579220481,3.4749908663381,-2.62576265573961
"468",468,-3.12384053269916,-0.114984719768873,-1.02027582365647,0.697205369418254,-2.41508918476051,-0.561717357732977,-0.687405852041526,-0.721321196917686,-2.12607339238033,0.0175815307710633,-0.852806303662285,-1.23654784336579,-0.303523301118028,-2.85166682467003,-1.9804379199989,1.49589512135095,-0.686638917130282,2.25902852867534,2.1038923638408,-3.87836379914007
"469",469,-1.91691652569411,-0.387918731310806,-0.283753341717907,-0.521717878938097,0.693245716292068,0.24525327159153,4.31359153566933,-0.421635136373978,-1.76926941806913,-0.463581521803968,-0.734131312748283,-1.85228150762892,-1.07857069765635,-0.249229553633408,-3.52099414727938,3.38974214723432,-1.16951117456876,3.57317538539381,2.27440165399806,-2.89544003795191
"470",470,-2.78327526255932,0.455533387594621,2.41222589376847,0.0321300930674915,0.112691435345722,-0.155147080431408,2.15770228478715,0.372114127364325,-2.72661531233155,0.811763714949938,-0.902943994887325,-1.93433101349833,-2.87999188802377,-1.70020087689371,-3.15261763395191,2.86884011061241,-2.54452161132518,2.86081502253652,3.52533451399868,-4.28458518796584
"471",471,-3.3464624204686,-4.63572324998782,-2.58631580911451,-5.16419864071327,-5.49292944035319,-4.09811034790483,-5.45541612274024,-4.57855127537177,-2.58578656073041,-1.43467848895948,-0.0710796659726358,-0.457218686374462,1.07606236754999,-1.07898943767871,-2.29139297553476,-1.86704804879456,1.72251184948393,1.7933257113807,2.09726126373861,-3.17646782303692
"472",472,-3.70006816869966,-3.48661666816961,-0.306684902694785,-3.55638972178668,-4.33512502472426,-1.00405041573091,-2.5389125318702,-0.837923518248322,-3.30168075158068,-0.360642867755017,0.70268209627684,-0.824580563963687,0.636308618619577,-1.05448163658334,-3.23879126568598,1.17641346350208,0.208223799422448,2.74793775545262,1.81384437953703,-4.84683333122389
"473",473,-3.38199829866697,-2.55579346683493,-1.05346036660761,-1.30963562044753,-0.968692131495035,-1.13795188768554,0.684570180359001,-1.34914455693745,-2.47376542491288,-0.769344880156524,-1.03410490048347,-0.283181621650068,-1.61018238767926,-1.47393316170058,-3.25721024477204,1.13011356577611,0.607574043447373,3.73032844757158,2.75119423136169,-4.5167415195787
"474",474,-4.14425363489647,-3.02941582571062,-2.9523991900886,-4.08485286424874,-3.85962213034446,0.217141853876395,-2.76494609014467,-3.41818222161335,-2.37274061893166,-1.18516313441575,0.231843446972444,-0.894547681654879,2.68046090661966,0.177083131104591,-2.21209362886608,-0.209855353659996,0.0795531727061374,1.39399624903173,1.1385571936224,-2.94222414741837
"475",475,-4.57075901499721,-4.30859952450754,-3.18773530137016,-4.71958801094464,-5.31613384847114,-2.56220990448559,-3.96019500645516,-4.13287283506401,-2.67266224042412,-1.40304080985331,0.369403310654679,-0.042530597688486,1.43110615810657,-1.16055278484564,-2.14495243550676,-1.36413063198313,1.42624837370092,2.48778548685325,2.06337732119443,-4.85695141567706
"476",476,-6.03094625110482,-6.43364861199152,-2.66050271073013,-8.01710030985265,-7.81995064594535,-3.34220394738762,-4.90066244390692,-4.22626331920887,-1.34052714987473,-0.969065669838093,1.62427401402157,-0.38471482782593,2.42701216069895,-0.200435579932258,-3.52610580409617,-2.26424486915945,2.5683468801619,2.68933393046694,1.12704008336342,-5.24127180561857
"477",477,-4.39036834782999,-2.58632927486078,0.307656885923957,-3.80795690247662,-3.7349774603452,-1.5104413376598,-0.950867982585834,-1.03702503641737,-1.52271566858613,0.56568209022569,0.689522118416129,-1.26359039031025,-0.782918845553607,-0.171926475958616,-3.84571842308966,0.63981435969721,-0.0952365778169524,3.15522141176848,2.49249842509693,-4.39790043301487
"478",478,-3.54781642038789,-1.8996528942449,1.44976050321865,-1.85635522777588,0.0676555022490188,0.419554859439633,2.90486202685866,-0.490665953538358,-2.52169226625337,0.439046569294435,-0.00875529508894332,-1.50853286725389,-2.10018421747037,-0.408025162508931,-3.03908674845036,2.65042582929879,-2.21253047697706,2.48418899415607,3.39659482961841,-3.61961902958045
"479",479,-3.06408196386958,-0.641825425922365,-0.0868337947950757,-0.866538688681191,0.196597543842064,-0.175020543392284,1.55564925609638,-0.931146145533216,-2.48098895679446,-0.419135125985205,-0.345875037630006,-2.8099346849994,-1.92956463190508,-1.72259660802743,-3.80555395652476,1.4789906633722,-1.48571124183492,2.59506600540032,1.74720518407031,-3.52818089985192
"480",480,-4.05898159613636,-2.56833974464617,2.82383149676976,-3.45817935167993,-4.08949386929141,-1.90636430381177,-2.77094628675063,-0.913667687367405,-2.18094660533283,1.13774979700126,0.634048911029659,-1.38562395105772,-1.43275408157481,-0.927408967594061,-3.21711177163849,1.26396442675091,0.880169648515555,2.2525215399062,3.12896913119438,-4.25847355974015
"481",481,-4.2567590024699,-4.52479258080812,1.8285415632774,-4.60075610698984,-4.37493687714656,-2.59744075113328,-3.1963030484186,-1.85528608767423,-3.28353362219186,-0.218317030122654,0.26280919442216,-0.901938610250426,-0.772349528882295,0.602165190117552,-3.82834795423019,-0.192168635828516,-0.0430428954888017,2.75197933575308,2.94624463756368,-4.61151868511787
"482",482,-4.25645725313135,-1.60133494989444,-2.39117165524311,-3.06113751381558,-4.45886919154459,-2.10967196603401,-2.79553706728241,-2.28319085489625,-2.64518865185089,-0.490839399771108,0.562967456762322,-0.99204641935492,0.414812777626733,-1.93506689972123,-2.02141697093691,-0.436275436007078,0.672527792983585,1.74126082603833,2.20210461144607,-4.84010731348734
"483",483,-2.43312799158555,-0.855518671227674,-1.71570739991897,-0.972713624151542,-0.0772780915458155,-0.278724965199125,2.49381640414309,-0.720781556854195,-1.25417790293895,-1.49105172628199,-1.39049613832624,-2.62878169286493,-0.369932018009536,-1.49660035767199,-2.80898933547354,2.6956172920593,-1.90808007102429,2.177691778559,2.21965464573603,-2.94536407876886
"484",484,-2.22247069481745,-2.77297351465258,-0.614253279579798,-2.70143168846261,-2.32020996289405,-1.25465757923622,-0.506652577667014,-1.04741204343065,-2.73133350480625,0.10921256476615,-0.555281762787908,-1.24914433900005,-2.64905821258469,-2.59900488516235,-3.11609507025625,0.679318861481648,-0.112382709373898,2.8534041876419,3.427498780054,-5.21445663420899
"485",485,-3.20131724846076,-2.47194210353749,1.40169784204062,-3.14391184529354,-3.35114452548863,-2.13662776456993,-2.12608254273054,-1.64525931719304,-3.00275102347071,0.233108777641874,0.0745750534885877,-1.70197556346261,-1.25010319170599,-1.56664361476729,-3.21035503116253,0.485077514234655,0.111090298614842,2.13567587242812,1.95235812234677,-3.5096597114693
"486",486,-1.43100363907408,-2.82199861277514,-2.14178524794532,-3.03058500798166,-2.80721802366383,-2.16287852629088,0.0352187482155759,-3.40581640445648,-2.13900178772049,-1.29912522782898,-0.295300805812774,-1.03065912236592,-0.976590863317755,-1.50327051434898,-2.71606542095151,0.773161769185544,-0.0304111867017901,2.04589072983779,1.94242235875562,-3.51649695207471
"487",487,-4.62303440353523,-5.5296033244912,-5.08577965460156,-6.87061901715774,-8.15244163750449,-5.1477424898611,-7.2335675743513,-5.12214592851943,-2.2410659699241,-1.99013507456382,-0.420868204038501,0.444691863328667,4.28838957123945,-0.746192676629991,-2.27439950877869,-3.27030833696704,2.12202748689835,1.97804000279459,1.55205824198663,-3.6080028370767
"488",488,-2.86197583790254,0.600383844382739,0.86811701173487,0.899423799862194,1.36762068711086,1.74272964250871,3.67435628230514,0.57440852764762,-2.14597221589498,0.540145600084865,-0.871187383008082,-1.68537156948423,-2.72108521133359,-1.7766727623504,-2.66010641135647,3.22031812638167,-2.37011389651119,2.9269406008175,3.05436914085741,-3.57699080628436
"489",489,-3.79278855765044,-1.36573767775276,-1.44865493067752,-2.27013864840282,-1.61168191136073,-0.352255234933687,1.65979281492982,-1.07937311632568,-2.16629650266582,-0.252696243787724,-0.452390305603968,-0.761525787827975,-0.693007097535235,-1.02998758436691,-3.0835467230858,2.15314022161672,-0.0684774513762226,2.44665747492067,2.38395016163124,-4.45424148746839
"490",490,-2.30438620456382,0.725931006581065,0.187005053422137,0.303461691082463,-0.293713430186483,0.638346207408929,3.05610707704111,0.980291646443937,-2.35050054428294,-0.075450316271674,-0.702818324956011,-2.33022704160577,-1.0769751479247,-0.689374978178781,-3.01717944097389,3.72396401065004,-3.87923010050287,2.32954820739582,2.76923437525977,-2.3404400452392
"491",491,-3.53206032276548,-3.83271015813527,-1.17305565268576,-4.3282654042516,-5.09410860417617,-2.99719054008945,-3.76563811232557,-1.85782530487213,-3.08999468931884,-0.772086786234244,-0.606076801343091,-0.331324226618375,0.898758116687492,-1.69475887984031,-3.54822958659971,-0.052339147247764,1.03535714281643,3.09604005373848,2.14872727671291,-4.33147860723384
